title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
Tokyo Fist (Tokyo ken) (1995),['shinyatsukamoto'],"['kahorifujii', 'shinyatsukamoto', 'kôjitsukamoto']",3.30137,tt0114690,1773,133.0,"['original', 'blood', 'independentfilm', 'violence', 'criterion', 'grindhouse']",shinyatsukamoto kahorifujii shinyatsukamoto kôjitsukamotooriginal blood independentfilm violence criterion grindhouse
Mass Transit (1998),"['kevingoetz', 'michaelgoetz']",['nan'],2.39474,tt0133090,1774,19.0,[],kevingoetz michaelgoetz nan
Ride (1998),['diongiarusso'],"['johnc.bailey', 'bobbycerutti', 'briankelly']",2.20588,tt0120707,1776,17.0,[],diongiarusso johnc.bailey bobbycerutti briankelly
"Wedding Singer, The (1998)",['frankcoraci'],"['adamsandler', 'drewbarrymore', 'christinetaylor']",3.38545,tt0120888,1777,16607.0,"['pg-13', 'original', 'girliemovie', 'romantic', 'teens', 'comedy', 'good', 'lovestory', 'hilarious', 'love']",frankcoraci adamsandler drewbarrymore christinetaylorpg-13 original girliemovie romantic teens comedy good lovestory hilarious love
Sphere (1998),['barrylevinson'],"['petercoyote', 'dustinhoffman', 'samuell.jackson']",2.89683,tt0120184,1779,7294.0,"['psychological', 'pg-13', 'books', 'original', 'aliens', 'veryinteresting', 'adaptedfrom:book', 'scifi', 'good', 'basedonbook']",barrylevinson petercoyote dustinhoffman samuell.jacksonpsychological pg-13 books original aliens veryinteresting adaptedfrom:book scifi good basedonbook
Ayn Rand: A Sense of Life (1997),['michaelpaxton'],"['michaels.berliner', 'harrybinswanger', 'sylviabokor']",3.21523,tt0118662,1780,150.0,"['pg-13', 'books', 'writers', 'biography', 'fantasyworld', 'sacrifice', 'catastrophe', 'childhood']",michaelpaxton michaels.berliner harrybinswanger sylviabokorpg-13 books writers biography fantasyworld sacrifice catastrophe childhood
"Further Gesture, A (1996)",['robertdornhelm'],"['brendangleeson', 'alfredmolina', 'stephenrea']",2.25,tt0116379,1781,10.0,[],robertdornhelm brendangleeson alfredmolina stephenrea
Little City (1998),['robertobenabib'],"['jonbonjovi', 'joshcharles', 'penelopeannmiller']",3.0,tt0119548,1782,42.0,[],robertobenabib jonbonjovi joshcharles penelopeannmiller
Palmetto (1998),['volkerschlöndorff'],"['woodyharrelson', 'rolfhoppe', 'ginagershon']",2.89127,tt0120782,1783,1369.0,"['pg-13', 'books', 'noir', 'original', 'kidnapping', 'neo-noir', 'shallow', 'good', 'suspense', 'catastrophe']",volkerschlöndorff woodyharrelson rolfhoppe ginagershonpg-13 books noir original kidnapping neo-noir shallow good suspense catastrophe
As Good as It Gets (1997),['jamesl.brooks'],"['cubagoodingjr.', 'gregkinnear', 'jacknicholson']",3.77606,tt0119822,1784,26539.0,"['gay', 'pg-13', 'books', 'original', 'dramatic', 'goodsoundtrack', 'excellentscript', 'unlikelyfriendships', 'oscar(bestactor)', 'greatending']",jamesl.brooks cubagoodingjr. gregkinnear jacknicholsongay pg-13 books original dramatic goodsoundtrack excellentscript unlikelyfriendships oscar(bestactor) greatending
King of New York (1990),['abelferrara'],"['christopherwalken', 'victorargo', 'davidcaruso']",3.44222,tt0099939,1785,1443.0,"['original', 'weird', 'chase', 'guns', 'newyorkcity', 'harsh', 'lifephilosophy', 'gangster', 'crime', 'violence']",abelferrara christopherwalken victorargo davidcarusooriginal weird chase guns newyorkcity harsh lifephilosophy gangster crime violence
"Paralyzing Fear: The Story of Polio in America, A (1998)",['ninagildenseavey'],['olympiadukakis'],3.12,tt0145302,1787,25.0,[],ninagildenseavey olympiadukakis
Men with Guns (1997),['kariskogland'],"['donallogue', 'gregorysporleder', 'callumkeithrennie']",3.77801,tt0119656,1788,705.0,"['catastrophe', 'undercovercop', 'lonehero', 'goldenpalm', 'characterstudy']",kariskogland donallogue gregorysporleder callumkeithrenniecatastrophe undercovercop lonehero goldenpalm characterstudy
"Sadness of Sex, The (1995)",['rupertwainwright'],"['barryyourgrau', 'petawilson']",2.71429,tt0114322,1789,21.0,[],rupertwainwright barryyourgrau petawilson
Twilight (1998),['robertbenton'],"['genehackman', 'paulnewman', 'susansarandon']",2.90525,tt0119594,1791,577.0,"['mystery', 'pg-13', 'detective', 'original', 'greatending', 'twistending', 'nudity(topless-notable)', 'non-hollywoodending', 'twists&turns', 'betrayal']",robertbenton genehackman paulnewman susansarandonmystery pg-13 detective original greatending twistending nudity(topless-notable) non-hollywoodending twists&turns betrayal
U.S. Marshals (1998),['stuartbaird'],"['tommyleejones', 'wesleysnipes', 'robertdowneyjr.']",3.26522,tt0120873,1792,5688.0,"['sequels', 'pg-13', 'original', 'chase', 'good', 'conspiracy', 'catastrophe', 'gunfight', 'armsdealer', 'action']",stuartbaird tommyleejones wesleysnipes robertdowneyjr.sequels pg-13 original chase good conspiracy catastrophe gunfight armsdealer action
Welcome to Woop-Woop (1997),['stephanelliott'],"['jonathonschaech', 'rodtaylor', 'susieporter']",2.72388,tt0120491,1793,134.0,"['worldpolitics', 'original', 'australia', 'weird', 'nocturnal', 'lifephilosophy', 'australian', 'independentfilm', '1970s', 'catastrophe']",stephanelliott jonathonschaech rodtaylor susieporterworldpolitics original australia weird nocturnal lifephilosophy australian independentfilm 1970s catastrophe
Love and Death on Long Island (1997),['richardkwietniowski'],"['johnhurt', 'jasonpriestley', 'sheilahancock']",3.51108,tt0119574,1794,1258.0,"['gaycharacter', 'obsession', 'original', 'veryinteresting', 'love', 'crossdressing']",richardkwietniowski johnhurt jasonpriestley sheilahancockgaycharacter obsession original veryinteresting love crossdressing
"Callejón de los milagros, El (1995)",['jorgefons'],"['brunobichir', 'ernestogómezcruz', 'salmahayek']",3.14189,tt0112619,1795,72.0,"['workingclass', 'beautifullyfilmed', 'prostitution', 'islam', 'veryinteresting', 'poverty', 'harsh', 'intimate', 'israel', 'sexuality']",jorgefons brunobichir ernestogómezcruz salmahayekworkingclass beautifullyfilmed prostitution islam veryinteresting poverty harsh intimate israel sexuality
In God's Hands (1998),['zalmanking'],"['shanedorian', 'mattgeorge', 'mattyliu']",2.62791,tt0140282,1796,42.0,[],zalmanking shanedorian mattgeorge mattyliu
Everest (1998),['davidbreashears'],['liamneeson'],3.88445,tt0120661,1797,2037.0,"['realisticaction', 'survival', 'pg-13', 'original', 'dramatic', 'basedontruestory', 'scenic', 'courage', 'australia', 'beautifullyfilmed']",davidbreashears liamneesonrealisticaction survival pg-13 original dramatic basedontruestory scenic courage australia beautifullyfilmed
Hush (1998),['jonathandarby'],"['jessicalange', 'gwynethpaltrow', 'johnathonschaech']",2.58104,tt0118744,1798,355.0,"['pg-13', 'basedonavideogame', 'suspense', 'predictable', 'catastrophe']",jonathandarby jessicalange gwynethpaltrow johnathonschaechpg-13 basedonavideogame suspense predictable catastrophe
Suicide Kings (1997),"[""petero'fallon""]","['denisleary', 'christopherwalken', 'ninasiemaszko']",3.5258,tt0120241,1799,2447.0,"['pg-13', 'mob', 'darkhumor', 'hitmen', 'original', 'secrets', 'darkcomedy', 'goodsoundtrack', 'bankrobbery', 'heist']",petero'fallon denisleary christopherwalken ninasiemaszkopg-13 mob darkhumor hitmen original secrets darkcomedy goodsoundtrack bankrobbery heist
"Man in the Iron Mask, The (1998)",['randallwallace'],"['gérarddepardieu', 'leonardodicaprio', 'jeremyirons']",3.121,tt0120744,1801,7326.0,"['paris', 'pg-13', 'books', 'original', 'secrets', 'swashbuckler', 'france', 'good', 'remake', 'lifephilosophy']",randallwallace gérarddepardieu leonardodicaprio jeremyironsparis pg-13 books original secrets swashbuckler france good remake lifephilosophy
"Newton Boys, The (1998)",['richardlinklater'],"['matthewmcconaughey', 'skeetulrich', 'ethanhawke']",2.94087,tt0120769,1804,846.0,"['quirky', 'bittersweet', 'pg-13', 'entertaining', 'original', 'off-beatcomedy', 'greatsoundtrack', 'goodsoundtrack', 'bankrobbery', 'heist']",richardlinklater matthewmcconaughey skeetulrich ethanhawkequirky bittersweet pg-13 entertaining original off-beatcomedy greatsoundtrack goodsoundtrack bankrobbery heist
Wild Things (1998),['johnmcnaughton'],"['kevinbacon', 'mattdillon', 'nevecampbell']",3.19408,tt0120890,1805,9211.0,"['surpriseending', 'pg-13', 'original', 'secrets', 'plottwist', 'veryinteresting', 'sexy', 'twistending', 'good', 'conspiracy']",johnmcnaughton kevinbacon mattdillon nevecampbellsurpriseending pg-13 original secrets plottwist veryinteresting sexy twistending good conspiracy
Paulie (1998),['johnroberts'],"['brucedavison', 'cheechmarin', 'tonyshalhoub']",2.84043,tt0125454,1806,1155.0,"['animalmovie', 'original', 'script', 'specialeffects', 'dialogue', 'catastrophe', 'animals', 'talkinganimals', 'creativity', 'story']",johnroberts brucedavison cheechmarin tonyshalhoubanimalmovie original script specialeffects dialogue catastrophe animals talkinganimals creativity story
"Cool, Dry Place, A (1998)",['johnn.smith'],"['vincevaughn', 'monicapotter', 'joeylaurenadams']",3.14,tt0120642,1807,173.0,"['intense', 'familydrama', 'pg-13', 'sanfrancisco', 'courage', 'parenthood', 'chase', 'romantic', 'destiny', 'good']",johnn.smith vincevaughn monicapotter joeylaurenadamsintense familydrama pg-13 sanfrancisco courage parenthood chase romantic destiny good
Fireworks (Hana-bi) (1997),['takeshikitano'],"['takeshikitano', 'renosugi', 'susumuterajima']",3.92807,tt0119250,1809,1206.0,"['familydrama', 'arthouse', 'obsession', 'original', 'goodsoundtrack', 'japan', 'bankrobbery', 'terminalillness', 'beautifullyfilmed', 'japanese']",takeshikitano takeshikitano renosugi susumuterajimafamilydrama arthouse obsession original goodsoundtrack japan bankrobbery terminalillness beautifullyfilmed japanese
Primary Colors (1998),['mikenichols'],"['billybobthornton', 'johntravolta', 'kathybates']",3.46824,tt0119942,1810,4263.0,"['worldpolitics', 'president', 'corruption', 'pg-13', 'original', 'veryinteresting', 'adaptedfrom:book', 'idealism', 'freespeech', 'good']",mikenichols billybobthornton johntravolta kathybatesworldpolitics president corruption pg-13 original veryinteresting adaptedfrom:book idealism freespeech good
"Niagara, Niagara (1997)",['bobgosse'],"['stephenlang', 'michaelparks', 'henrythomas']",3.13542,tt0119780,1811,94.0,"['roadmovie', 'police', 'catastrophe']",bobgosse stephenlang michaelparks henrythomasroadmovie police catastrophe
Wide Awake (1998),['m.nightshyamalan'],"['josephcross', 'denisleary', 'timothyreifsnyder']",3.10656,tt0120510,1812,239.0,"['pg-13', 'betterthanexpected', 'books', 'original', 'good', 'lovestory', 'sentimental', 'specialeffects', 'happyending', 'computeranimation']",m.nightshyamalan josephcross denisleary timothyreifsnyderpg-13 betterthanexpected books original good lovestory sentimental specialeffects happyending computeranimation
"Price Above Rubies, A (1998)",['boazyakin'],"['christophereccleston', 'allenpayne', 'juliannamargulies']",3.38294,tt0120793,1814,251.0,"['pg-13', 'independentfilm', 'catastrophe', 'oscar(bestsupportingactress)']",boazyakin christophereccleston allenpayne juliannamarguliespg-13 independentfilm catastrophe oscar(bestsupportingactress)
Eden (1997),['eugenegarcia'],"['christianbrendel', 'seanchristensen', 'seanpatrickflanery']",2.94444,tt0119049,1815,18.0,[],eugenegarcia christianbrendel seanchristensen seanpatrickflanery
Two Girls and a Guy (1997),['jamestoback'],"['angeldavid', 'robertdowneyjr.', 'heathergraham']",2.81688,tt0124179,1816,763.0,"['cerebral', 'original', 'entirelydialogue', 'talky', 'nudity(topless-notable)', 'women', 'love', 'relationships', 'catastrophe', 'revenge']",jamestoback angeldavid robertdowneyjr. heathergrahamcerebral original entirelydialogue talky nudity(topless-notable) women love relationships catastrophe revenge
No Looking Back (1998),['edwardburns'],"['edwardburns', 'kevinheffernan', 'markschulte']",2.79381,tt0119560,1817,95.0,"['original', 'good', 'smalltown', 'relationships', 'catastrophe', 'characterstudy']",edwardburns edwardburns kevinheffernan markschulteoriginal good smalltown relationships catastrophe characterstudy
Storefront Hitchcock (1997),['jonathandemme'],['robynhitchcock'],3.36538,tt0120219,1819,26.0,[],jonathandemme robynhitchcock
"Proposition, The (1998)",['leslilinkaglatter'],"['williamhurt', 'kennethbranagh', 'robertloggia']",3.00694,tt0120108,1820,72.0,"['original', 'secrets', 'teens', 'nudity(topless-notable)', 'lovestory', 'catastrophe', 'life&death', 'romance']",leslilinkaglatter williamhurt kennethbranagh robertloggiaoriginal secrets teens nudity(topless-notable) lovestory catastrophe life&death romance
"Object of My Affection, The (1998)",['nicholashytner'],"['paulrudd', 'jenniferaniston', 'lenacardwell']",3.14848,tt0120772,1821,1779.0,"['gaycharacter', 'gay', 'pg-13', 'original', 'romantic', 'friendship', 'love', 'relationships', 'catastrophe', 'creativity']",nicholashytner paulrudd jenniferaniston lenacardwellgaycharacter gay pg-13 original romantic friendship love relationships catastrophe creativity
Meet the Deedles (1998),['steveboyum'],"['stevevanwormer', 'paulwalker', 'a.j.langer']",1.90263,tt0120645,1822,187.0,"['slapstick', 'disney', 'stupidity', 'teens', 'basedonavideogame', 'fantasyworld', 'teenagers', 'stupid', 'slackers', 'specialeffects']",steveboyum stevevanwormer paulwalker a.j.langerslapstick disney stupidity teens basedonavideogame fantasyworld teenagers stupid slackers specialeffects
Homegrown (1998),['stephengyllenhaal'],"['johnlithgow', 'jontenney', 'ryanphillippe']",3.0609,tt0119305,1824,506.0,"['quirky', 'drugs', 'pg-13', 'original', 'weed', 'caper', 'weird', 'distopia', 'veryinteresting', 'good']",stephengyllenhaal johnlithgow jontenney ryanphillippequirky drugs pg-13 original weed caper weird distopia veryinteresting good
The Players Club (1998),['icecube'],"['icecube', 'lisarayemccoy', 'dickanthonywilliams']",2.72034,tt0119905,1825,232.0,"['good', 'drama', 'catastrophe', 'stereotypes', 'vigilantism']",icecube icecube lisarayemccoy dickanthonywilliamsgood drama catastrophe stereotypes vigilantism
Barney's Great Adventure (1998),['stevegomer'],"['georgehearn', 'trevormorgan', 'shirleydouglas']",1.22418,tt0120598,1826,446.0,"['original', 'dinosaurs', 'children', 'adventure', 'computeranimation', 'catastrophe', 'childhood', 'talkinganimals', 'bigbudget']",stevegomer georgehearn trevormorgan shirleydouglasoriginal dinosaurs children adventure computeranimation catastrophe childhood talkinganimals bigbudget
"Big One, The (1997)",['michaelmoore'],"['philknight', 'michaelmoore', 'ricknielsen']",3.72772,tt0124295,1827,1096.0,"['prisonescape', 'worldpolitics', 'pg-13', 'books', 'original', 'prison', 'veryinteresting', 'freespeech', 'brainwashing', 'business']",michaelmoore philknight michaelmoore ricknielsenprisonescape worldpolitics pg-13 books original prison veryinteresting freespeech brainwashing business
Chinese Box (1997),['waynewang'],"['michaelhui', 'jeremyirons', 'maggiecheung']",3.07239,tt0118851,1829,295.0,"['original', 'art', 'veryinteresting', 'independentfilm', 'antarctica', 'life&death']",waynewang michaelhui jeremyirons maggiecheungoriginal art veryinteresting independentfilm antarctica life&death
Follow the Bitch (1996),['julianstone'],"['rayporter', 'melissalechner', 'dionluther']",2.78571,tt0119139,1830,14.0,[],julianstone rayporter melissalechner dionluther
Lost in Space (1998),['stephenhopkins'],"['williamhurt', 'laceychabert', 'heathergraham']",2.59831,tt0120738,1831,9154.0,"['cerebral', 'robots', 'pg-13', 'basedonatvshow', 'original', 'videogame', 'future', 'mars', 'space', 'weird']",stephenhopkins williamhurt laceychabert heathergrahamcerebral robots pg-13 basedonatvshow original videogame future mars space weird
Heaven's Burning (1997),['craiglahiff'],"['raybarrett', 'russellcrowe', 'kenjiisomura']",2.71698,tt0119272,1832,51.0,"['original', 'chase', 'islam', 'shallow', 'veryinteresting', 'earnest', 'teens', 'basedonbook', 'amazingphotography', 'love']",craiglahiff raybarrett russellcrowe kenjiisomuraoriginal chase islam shallow veryinteresting earnest teens basedonbook amazingphotography love
Mercury Rising (1998),['haroldbecker'],"['brucewillis', 'alecbaldwin', 'mikohughes']",3.04354,tt0120749,1833,2825.0,"['pg-13', 'chase', 'hitman', 'friendship', 'conspiracy', 'assassin', 'catastrophe', 'armsdealer', 'action']",haroldbecker brucewillis alecbaldwin mikohughespg-13 chase hitman friendship conspiracy assassin catastrophe armsdealer action
"Spanish Prisoner, The (1997)",['davidmamet'],"['bengazzara', 'stevemartin', 'campbellscott']",3.86766,tt0120176,1834,4826.0,"['mystery', 'pg-13', 'detective', 'original', 'secrets', 'conmen', 'greatending', 'caper', 'weird', 'chase']",davidmamet bengazzara stevemartin campbellscottmystery pg-13 detective original secrets conmen greatending caper weird chase
City of Angels (1998),['bradsilberling'],"['andrebraugher', 'nicolascage', 'dennisfranz']",3.27849,tt0120632,1835,6605.0,"['pg-13', 'original', 'girliemovie', 'romantic', 'good', 'remake', 'lovestory', 'love', 'tearjerker', 'afterlife']",bradsilberling andrebraugher nicolascage dennisfranzpg-13 original girliemovie romantic good remake lovestory love tearjerker afterlife
